Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Luna,Chrome 119.0.0.0,,,2023-11-29 18:17:24,2023-11-29 18:26:36,9m - 11.591s,PASSED
,,,,,,,
Test Cases/LunaCreateAccount,Chrome 119.0.0.0,,,2023-11-29 18:17:24,2023-11-29 18:17:53,28.510s,PASSED
"openBrowser("""")",Chrome 119.0.0.0,,,2023-11-29 18:17:25,2023-11-29 18:17:28,3.661s,PASSED
"navigateToUrl(""https://magento.softwaretestingboard.com/"")",Chrome 119.0.0.0,,,2023-11-29 18:17:28,2023-11-29 18:17:35,6.055s,PASSED
maximizeWindow(),Chrome 119.0.0.0,,,2023-11-29 18:17:35,2023-11-29 18:17:35,0.197s,PASSED
"click(findTestObject(""Object Repository/LunaCreateAccount/Page_Home Page/a_Create an Account""))",Chrome 119.0.0.0,,,2023-11-29 18:17:35,2023-11-29 18:17:39,4.446s,PASSED
"setText(findTestObject(""Object Repository/LunaCreateAccount/Page_Create New Customer Account/input_First Name_firstname""), ""Test"")",Chrome 119.0.0.0,,,2023-11-29 18:17:39,2023-11-29 18:17:41,1.334s,PASSED
"setText(findTestObject(""Object Repository/LunaCreateAccount/Page_Create New Customer Account/input_Last Name_lastname""), ""User"")",Chrome 119.0.0.0,,,2023-11-29 18:17:41,2023-11-29 18:17:42,1.008s,PASSED
"setText(findTestObject(""Object Repository/LunaCreateAccount/Page_Create New Customer Account/input_Email_email""), ""test@gmail.com"")",Chrome 119.0.0.0,,,2023-11-29 18:17:42,2023-11-29 18:17:43,1.010s,PASSED
"setEncryptedText(findTestObject(""Object Repository/LunaCreateAccount/Page_Create New Customer Account/input_Password_password""), ""cvW8qx4B2o3F4VwP/kNsqA=="")",Chrome 119.0.0.0,,,2023-11-29 18:17:43,2023-11-29 18:17:43,0.815s,PASSED
"setEncryptedText(findTestObject(""Object Repository/LunaCreateAccount/Page_Create New Customer Account/input_Confirm Password_password_confirmation""), ""cvW8qx4B2o3F4VwP/kNsqA=="")",Chrome 119.0.0.0,,,2023-11-29 18:17:43,2023-11-29 18:17:44,0.660s,PASSED
"click(findTestObject(""Object Repository/LunaCreateAccount/Page_Create New Customer Account/span_Create an Account""))",Chrome 119.0.0.0,,,2023-11-29 18:17:44,2023-11-29 18:17:48,4.380s,PASSED
"click(findTestObject(""Object Repository/LunaCreateAccount/Page_Create New Customer Account/img""))",Chrome 119.0.0.0,,,2023-11-29 18:17:48,2023-11-29 18:17:52,3.479s,PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-11-29 18:17:52,2023-11-29 18:17:53,0.946s,PASSED
,,,,,,,
Test Cases/LunaSignIn,Chrome 119.0.0.0,,,2023-11-29 18:17:53,2023-11-29 18:19:07,1m - 14.193s,PASSED
"openBrowser("""")",Chrome 119.0.0.0,,,2023-11-29 18:17:54,2023-11-29 18:17:55,1.494s,PASSED
"navigateToUrl(""https://magento.softwaretestingboard.com/"")",Chrome 119.0.0.0,,,2023-11-29 18:17:55,2023-11-29 18:18:13,17.165s,PASSED
maximizeWindow(),Chrome 119.0.0.0,,,2023-11-29 18:18:13,2023-11-29 18:18:13,0.155s,PASSED
"click(findTestObject(""Object Repository/LunaSignIn/Page_Home Page/a_Sign In""))",Chrome 119.0.0.0,,,2023-11-29 18:18:13,2023-11-29 18:18:20,7.445s,PASSED
"setText(findTestObject(""Object Repository/LunaSignIn/Page_Customer Login/input_Email_loginusername""), ""test@gmail.com"")",Chrome 119.0.0.0,,,2023-11-29 18:18:20,2023-11-29 18:18:34,14.010s,PASSED
