Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
PetStore,Chrome 119.0.0.0,,,2023-11-29 17:08:00,2023-11-29 17:11:03,3m - 2.469s,PASSED
,,,,,,,
Test Cases/PetstoreSignin,Chrome 119.0.0.0,,,2023-11-29 17:08:01,2023-11-29 17:10:04,2m - 2.910s,PASSED
"openBrowser("""")",Chrome 119.0.0.0,,,2023-11-29 17:08:01,2023-11-29 17:08:05,3.262s,PASSED
"navigateToUrl(""https://petstore.octoperf.com/actions/Catalog.action"")",Chrome 119.0.0.0,,,2023-11-29 17:08:05,2023-11-29 17:08:08,3.165s,PASSED
maximizeWindow(),Chrome 119.0.0.0,,,2023-11-29 17:08:08,2023-11-29 17:08:08,0.160s,PASSED
"click(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/a_Sign In""))",Chrome 119.0.0.0,,,2023-11-29 17:08:08,2023-11-29 17:08:09,0.980s,PASSED
"click(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/a_Register Now""))",Chrome 119.0.0.0,,,2023-11-29 17:08:09,2023-11-29 17:08:10,1.249s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_User ID_username""), ""12345"")",Chrome 119.0.0.0,,,2023-11-29 17:08:10,2023-11-29 17:09:14,1m - 3.934s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_New password_password""), ""Test@123"")",Chrome 119.0.0.0,,,2023-11-29 17:09:14,2023-11-29 17:09:15,0.761s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_Repeat password_repeatedPassword""), ""Test@123"")",Chrome 119.0.0.0,,,2023-11-29 17:09:15,2023-11-29 17:09:16,0.743s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_First name_account.firstName""), ""Test"")",Chrome 119.0.0.0,,,2023-11-29 17:09:16,2023-11-29 17:09:16,0.766s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_Last name_account.lastName""), ""User"")",Chrome 119.0.0.0,,,2023-11-29 17:09:16,2023-11-29 17:09:17,0.731s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_Email_account.email""), ""test@gmail.com"")",Chrome 119.0.0.0,,,2023-11-29 17:09:17,2023-11-29 17:09:18,0.737s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_Phone_account.phone""), ""8786768987"")",Chrome 119.0.0.0,,,2023-11-29 17:09:18,2023-11-29 17:09:19,0.712s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_Address 1_account.address1""), ""test"")",Chrome 119.0.0.0,,,2023-11-29 17:09:19,2023-11-29 17:09:19,0.731s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_Address 2_account.address2""), ""test2"")",Chrome 119.0.0.0,,,2023-11-29 17:09:19,2023-11-29 17:09:20,0.731s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_City_account.city""), ""Hyderabad"")",Chrome 119.0.0.0,,,2023-11-29 17:09:20,2023-11-29 17:09:21,0.738s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_State_account.state""), ""Telangana"")",Chrome 119.0.0.0,,,2023-11-29 17:09:21,2023-11-29 17:09:22,0.728s,PASSED
