Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Luna,Chrome 119.0.0.0,,,2023-11-29 17:14:48,2023-11-29 17:19:56,5m - 8.171s,PASSED
,,,,,,,
Test Cases/LunaCreateAccount,Chrome 119.0.0.0,,,2023-11-29 17:14:48,2023-11-29 17:15:15,26.410s,PASSED
"openBrowser("""")",Chrome 119.0.0.0,,,2023-11-29 17:14:49,2023-11-29 17:14:52,3.183s,PASSED
"navigateToUrl(""https://magento.softwaretestingboard.com/"")",Chrome 119.0.0.0,,,2023-11-29 17:14:52,2023-11-29 17:14:57,4.814s,PASSED
maximizeWindow(),Chrome 119.0.0.0,,,2023-11-29 17:14:57,2023-11-29 17:14:57,0.163s,PASSED
"click(findTestObject(""Object Repository/LunaCreateAccount/Page_Home Page/a_Create an Account""))",Chrome 119.0.0.0,,,2023-11-29 17:14:57,2023-11-29 17:15:03,6.168s,PASSED
"setText(findTestObject(""Object Repository/LunaCreateAccount/Page_Create New Customer Account/input_First Name_firstname""), ""Test"")",Chrome 119.0.0.0,,,2023-11-29 17:15:03,2023-11-29 17:15:04,1.168s,PASSED
"setText(findTestObject(""Object Repository/LunaCreateAccount/Page_Create New Customer Account/input_Last Name_lastname""), ""User"")",Chrome 119.0.0.0,,,2023-11-29 17:15:04,2023-11-29 17:15:05,0.720s,PASSED
"setText(findTestObject(""Object Repository/LunaCreateAccount/Page_Create New Customer Account/input_Email_email""), ""test@gmail.com"")",Chrome 119.0.0.0,,,2023-11-29 17:15:05,2023-11-29 17:15:06,0.695s,PASSED
"setEncryptedText(findTestObject(""Object Repository/LunaCreateAccount/Page_Create New Customer Account/input_Password_password""), ""cvW8qx4B2o3F4VwP/kNsqA=="")",Chrome 119.0.0.0,,,2023-11-29 17:15:06,2023-11-29 17:15:06,0.620s,PASSED
"setEncryptedText(findTestObject(""Object Repository/LunaCreateAccount/Page_Create New Customer Account/input_Confirm Password_password_confirmation""), ""cvW8qx4B2o3F4VwP/kNsqA=="")",Chrome 119.0.0.0,,,2023-11-29 17:15:06,2023-11-29 17:15:07,0.570s,PASSED
"click(findTestObject(""Object Repository/LunaCreateAccount/Page_Create New Customer Account/span_Create an Account""))",Chrome 119.0.0.0,,,2023-11-29 17:15:07,2023-11-29 17:15:11,3.900s,PASSED
"click(findTestObject(""Object Repository/LunaCreateAccount/Page_Create New Customer Account/img""))",Chrome 119.0.0.0,,,2023-11-29 17:15:11,2023-11-29 17:15:14,3.011s,PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-11-29 17:15:14,2023-11-29 17:15:15,0.849s,PASSED
,,,,,,,
Test Cases/LunaSignIn,Chrome 119.0.0.0,,,2023-11-29 17:15:15,2023-11-29 17:15:47,32.784s,PASSED
"openBrowser("""")",Chrome 119.0.0.0,,,2023-11-29 17:15:15,2023-11-29 17:15:17,1.434s,PASSED
"navigateToUrl(""https://magento.softwaretestingboard.com/"")",Chrome 119.0.0.0,,,2023-11-29 17:15:17,2023-11-29 17:15:22,5.727s,PASSED
maximizeWindow(),Chrome 119.0.0.0,,,2023-11-29 17:15:22,2023-11-29 17:15:22,0.153s,PASSED
"click(findTestObject(""Object Repository/LunaSignIn/Page_Home Page/a_Sign In""))",Chrome 119.0.0.0,,,2023-11-29 17:15:22,2023-11-29 17:15:31,8.865s,PASSED
"setText(findTestObject(""Object Repository/LunaSignIn/Page_Customer Login/input_Email_loginusername""), ""test@gmail.com"")",Chrome 119.0.0.0,,,2023-11-29 17:15:31,2023-11-29 17:15:34,2.737s,PASSED
