Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
PetStore,Chrome 119.0.0.0,,,2023-11-29 18:27:04,2023-11-29 18:30:09,3m - 4.873s,PASSED
,,,,,,,
Test Cases/PetstoreSignin,Chrome 119.0.0.0,,,2023-11-29 18:27:05,2023-11-29 18:29:08,2m - 3.181s,PASSED
"openBrowser("""")",Chrome 119.0.0.0,,,2023-11-29 18:27:05,2023-11-29 18:27:08,2.893s,PASSED
"navigateToUrl(""https://petstore.octoperf.com/actions/Catalog.action"")",Chrome 119.0.0.0,,,2023-11-29 18:27:08,2023-11-29 18:27:10,1.666s,PASSED
maximizeWindow(),Chrome 119.0.0.0,,,2023-11-29 18:27:10,2023-11-29 18:27:10,0.175s,PASSED
"click(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/a_Sign In""))",Chrome 119.0.0.0,,,2023-11-29 18:27:10,2023-11-29 18:27:11,0.792s,PASSED
"click(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/a_Register Now""))",Chrome 119.0.0.0,,,2023-11-29 18:27:11,2023-11-29 18:27:11,0.761s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_User ID_username""), ""12345"")",Chrome 119.0.0.0,,,2023-11-29 18:27:11,2023-11-29 18:28:14,1m - 3.019s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_New password_password""), ""Test@123"")",Chrome 119.0.0.0,,,2023-11-29 18:28:14,2023-11-29 18:28:15,0.970s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_Repeat password_repeatedPassword""), ""Test@123"")",Chrome 119.0.0.0,,,2023-11-29 18:28:15,2023-11-29 18:28:16,0.928s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_First name_account.firstName""), ""Test"")",Chrome 119.0.0.0,,,2023-11-29 18:28:16,2023-11-29 18:28:17,0.925s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_Last name_account.lastName""), ""User"")",Chrome 119.0.0.0,,,2023-11-29 18:28:17,2023-11-29 18:28:18,0.934s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_Email_account.email""), ""test@gmail.com"")",Chrome 119.0.0.0,,,2023-11-29 18:28:18,2023-11-29 18:28:19,0.925s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_Phone_account.phone""), ""8786768987"")",Chrome 119.0.0.0,,,2023-11-29 18:28:19,2023-11-29 18:28:20,0.872s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_Address 1_account.address1""), ""test"")",Chrome 119.0.0.0,,,2023-11-29 18:28:20,2023-11-29 18:28:21,0.857s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_Address 2_account.address2""), ""test2"")",Chrome 119.0.0.0,,,2023-11-29 18:28:21,2023-11-29 18:28:22,0.913s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_City_account.city""), ""Hyderabad"")",Chrome 119.0.0.0,,,2023-11-29 18:28:22,2023-11-29 18:28:23,0.936s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_State_account.state""), ""Telangana"")",Chrome 119.0.0.0,,,2023-11-29 18:28:23,2023-11-29 18:28:24,0.946s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_Zip_account.zip""), ""500001"")",Chrome 119.0.0.0,,,2023-11-29 18:28:24,2023-11-29 18:28:25,0.892s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_Country_account.country""), ""India"")",Chrome 119.0.0.0,,,2023-11-29 18:28:25,2023-11-29 18:28:25,0.862s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_Email_account.email""), ""test"")",Chrome 119.0.0.0,,,2023-11-29 18:28:25,2023-11-29 18:28:26,0.862s,PASSED
"setText(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/input_Address 2_account.address2""), ""test2"")",Chrome 119.0.0.0,,,2023-11-29 18:28:26,2023-11-29 18:28:27,0.889s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/select_englishjapanese""), ""japanese"", true)",Chrome 119.0.0.0,,,2023-11-29 18:28:27,2023-11-29 18:28:29,1.348s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/PetStoreSignin/Page_JPetStore Demo/select_englishjapanese""), ""english"", true)",Chrome 119.0.0.0,,,2023-11-29 18:28:29,2023-11-29 18:28:30,1.204s,PASSED
